sessionid,participantId,paper,questionId,answer,isCorrect,rationale
PQ23p4viZMPU,P21,paper5,p5q9,"Studies found that explanations make people more likely to follow AI advice, while others found reduced or unchanged reliance, showing mixed results.",1,Correct contrast
PQ23p4viZMPU,P21,paper5,p5q10,,0,Missing explicit ethical framing (over-reliance/manipulation)
PQ23p4viZMPU,P21,paper4,p4q2,"One question looks at when and how people actually use critical thinking with GenAI, while the other looks at how GenAI changes the effort required to think critically (whether it becomes easier or harder and why).",1,Correct RQ distinction
PQ23p4viZMPU,P21,paper4,p4q4,"The paper shows a shift from actually doing tasks (analysis, synthesis) to reviewing and judging AI outputs (evaluation). This creates a new role where workers act more like editors or supervisors, focusing on checking accuracy and quality rather than producing everything themselves.",1,Correct shift
PQ23p4viZMPU,P21,paper4,p4q6,"People are more likely to think critically when tasks involve quality, risk, or learning, which means critical thinking tends to drop in simple or low-stakes tasks where AI is trusted more.",0,Does not describe motivation vs ability interaction correctly
PQ23p4viZMPU,P21,paper4,p4q8,"The barriers include not knowing how to improve AI outputs, lacking domain knowledge, and struggling in unfamiliar areas. The biggest issue reported was difficulty improving or refining the AI’s responses.",1,Correct barriers + most common
PQ23p4viZMPU,P21,paper4,p4q10,"The authors use “stewardship” because humans are still responsible for guiding and checking AI outputs, meaning accountability stays with the human, not the AI.",1,Correct accountability
PQ23p4viZMPU,P21,paper6,p6q2,"The paper thought students who care about grades might either use ChatGPT more to get better results or avoid it because they’re scared of getting caught, and the results showed the second one, students who care more about grades actually use ChatGPT less because they don’t want to risk penalties.",1,Both hypotheses + result
PQ23p4viZMPU,P21,paper6,p6q4,"They started with 12 items, cut it down to 10 after getting expert feedback, and then removed 2 more after factor analysis because they didn’t load well, leaving a final 8-item scale.",0,"Missing specific dropped items (4,9)"
PQ23p4viZMPU,P21,paper6,p6q7,"Basically, ChatGPT use explains how workload and time pressure end up affecting procrastination, memory loss, and academic performance, and it also explains how sensitivity to rewards affects procrastination and memory loss (but not grades), while it doesn’t really play a role at all for sensitivity to quality.",1,Correct mediation
PQ23p4viZMPU,P21,paper6,p6q9,"The authors are saying that schools should ease extreme workload and time pressure and guide students to use ChatGPT as a support tool instead of relying on it too much, since the study showed that stress leads to more ChatGPT use, which then leads to procrastination, memory issues, and worse academic performance.",1,Correct recommendation
PQ23p4viZMPU,P21,paper6,p6q10,"The idea is that when students rely too much on ChatGPT, they stop putting in mental effort, so they’re not actively processing or remembering information, which slowly weakens their memory.",1,Correct mechanism
PQ23p4viZMPU,P21,cross_paper,cpq2,"Cognitive effort shifts from generating content to reviewing it. Because AI produces outputs quickly, users spend less time creating and more time assessing accuracy and relevance before deciding how to use the information.",1,Correct shift
PQ23p4viZMPU,P21,cross_paper,cpq4,"Lower effort can harm outcomes when it reduces careful evaluation. For example, if a user relies on AI-generated content without checking it, errors or biases may go unnoticed, leading to poorer decisions.",1,Correct harm
PQ23p4viZMPU,P21,cross_paper,cpq6,"One key factor is the level of trust in AI. When users place high trust in the system, they are less likely to verify outputs, whereas lower trust encourages more careful checking.",1,Correct factor
PQ23p4viZMPU,P21,cross_paper,cpq8,"Over-reliance can occur because AI outputs are delivered quickly and appear well-structured or confident. This can lead users to assume the information is correct, reducing their motivation to question or verify it.",0,No explicit paper linkage
PQ23p4viZMPU,P21,cross_paper,cpq10,"AI can improve performance by increasing speed and reducing the effort needed to complete tasks. At the same time, it introduces risks by lowering engagement in critical thinking and encouraging reliance on unverified outputs. As a result, outcomes depend on whether users actively evaluate the information or passively accept it.",1,Correct dual explanation
si4VzW7-ppAb,P25,paper4,p4q2,"RQ1 addresses the conditions and mechanisms underlying the enaction of critical thinking in GenAI-mediated workflows, whereas RQ2 focuses on how GenAI modulates the perceived cognitive effort associated with distinct critical thinking operations. The distinction can be framed as behavioural manifestation versus cognitive cost.",1,Correct RQs
si4VzW7-ppAb,P25,paper4,p4q4,"The study observes a redistribution of cognitive effort away from primary knowledge production activities (e.g., analysis and synthesis) toward secondary evaluative processes (e.g., validation, verification, and alignment). This effectively redefines the user’s role as a supervisory evaluator, responsible for assessing and integrating AI outputs rather than generating them de novo.",1,Correct shift
si4VzW7-ppAb,P25,paper4,p4q6,"The interaction between motivational and ability factors suggests a mismatch between intent and execution: while users may be motivated to engage critically (e.g., to ensure quality or mitigate risk), insufficient capability to interrogate or refine outputs limits effective critical engagement. Consequently, critical thinking is most likely to degrade in scenarios characterized by high task complexity combined with low user expertise or tool literacy.",1,Correct interaction
si4VzW7-ppAb,P25,paper4,p4q8,"The paper identifies several ability-related constraints, including limited capability to refine or iteratively improve AI outputs, insufficient domain expertise, and difficulty interpreting outputs in unfamiliar contexts. Among these, the most prevalent barrier is the difficulty of effectively improving or correcting AI-generated responses, which constrains users’ capacity to operationalize critical thinking even when motivated.",1,Correct barriers + most common
si4VzW7-ppAb,P25,paper4,p4q10,"The use of stewardship emphasizes a human-in-the-loop accountability model, where the user retains responsibility for oversight, validation, and final decision-making. This framing explicitly rejects the notion of distributed accountability and instead positions the human as the ultimate authority over system outputs.",1,Correct accountability
si4VzW7-ppAb,P25,paper5,p5q2,"The paper compares (1) human vs. XAI-assisted performance and (2) AI-assisted vs. XAI-assisted performance. Since XAI does not significantly outperform AI alone, the improvement over humans should be interpreted as coming from AI assistance in general, not specifically from explanations.",1,Correct comparisons
si4VzW7-ppAb,P25,paper5,p5q4,"For tabular data, there was basically no improvement (SMD = 0.01, not significant), while for text data there was a clear positive effect (SMD = 0.72, significant). The authors suggest this is because text tasks are more intuitive for humans, so people can better combine their own reasoning with AI support.",1,Correct subgroup
si4VzW7-ppAb,P25,paper5,p5q7,"The two mechanisms are: (1) increasing how often users accept AI advice, and (2) helping users better judge when the AI is correct (trust calibration). The evidence was stronger for the first one—people are more likely to follow the AI.",1,Correct mechanisms
si4VzW7-ppAb,P25,paper5,p5q9,"Some studies (Bansal et al. and van der Waa et al.) found that explanations increase how much people follow AI advice, while others (Fügener et al.) found reduced or no change in reliance. So overall, the effect of explanations is inconsistent.",1,Correct contrast
si4VzW7-ppAb,P25,paper5,p5q10,"The concern is that explanations can make users trust AI too much, even when it is wrong. This comes from findings showing that explanations increase the likelihood that users follow AI recommendations regardless of correctness.",1,Correct ethical concern
si4VzW7-ppAb,P25,paper6,p6q2,"Two competing hypotheses were considered: (1) reward-sensitive students increase ChatGPT use to optimize academic outcomes, and (2) they decrease usage due to perceived academic risk; the empirical results support the second hypothesis, indicating a negative relationship driven by risk aversion and concern over penalties.",1,Correct hypotheses
si4VzW7-ppAb,P25,paper6,p6q4,"The authors followed a standard scale development pipeline: starting with 12 items, reducing to 10 via expert validation (content validity), and then applying exploratory factor analysis to eliminate two items (items 4 and 9) with low factor loadings and communalities, yielding a final 8-item construct with strong reliability.",1,Correct full process
si4VzW7-ppAb,P25,paper6,p6q7,"ChatGPT usage serves as an intermediate variable linking workload and time pressure to downstream outcomes (procrastination, memory loss, and academic performance), and also mediates the relationship between reward sensitivity and both procrastination and memory loss (but not academic performance), while no mediation effect is observed for sensitivity to quality.",1,Correct mediation
si4VzW7-ppAb,P25,paper6,p6q9,"The authors recommend reducing excessive workload and time pressure while promoting bounded, intentional use of ChatGPT, since these upstream factors causally increase reliance on the tool, which in turn induces negative downstream behavioural and performance effects.",1,Correct recommendation
si4VzW7-ppAb,P25,paper6,p6q10,"The proposed mechanism is essentially cognitive offloading: frequent reliance on ChatGPT reduces active cognitive processing and mental rehearsal, which are necessary for memory consolidation, thereby degrading retention over time.",1,Correct mechanism
si4VzW7-ppAb,P25,cross_paper,cpq2,"The primary shift is from cognitive effort in task execution to effort in evaluation and oversight. As generative systems automate content production, users reallocate resources toward verifying correctness, assessing alignment with task goals, and integrating outputs into broader workflows.",1,Correct shift
si4VzW7-ppAb,P25,cross_paper,cpq4,"Reduced cognitive effort becomes detrimental when it leads to insufficient verification. For example, uncritically accepting AI-generated outputs can introduce errors or biases into downstream decisions, as automation reduces the incentive for rigorous evaluation.",1,Correct harm
si4VzW7-ppAb,P25,cross_paper,cpq6,"A key determinant is trust calibration. Overestimation of system reliability reduces verification behaviour, whereas well-calibrated or lower trust promotes more systematic evaluation of outputs.",1,Correct factor
si4VzW7-ppAb,P25,cross_paper,cpq8,"Over-reliance emerges from the combination of high fluency and low interaction cost in AI outputs. When responses are coherent and rapidly produced, users may adopt a heuristic acceptance strategy, bypassing deeper analytical processing.",0,No explicit paper linkage
si4VzW7-ppAb,P25,cross_paper,cpq10,"AI systems improve performance by increasing efficiency and reducing the cognitive burden associated with information generation. However, they also introduce risks by enabling cognitive offloading and reducing engagement in critical evaluation. Consequently, overall decision quality is contingent on the extent to which users maintain active oversight and verification within the interaction loop.",1,Correct dual explanation
TPMlxqwnZxoE,P24,paper6,p6q2,"The study presents two possible behavioural interpretations: that students focused on outcomes (grades) might either leverage ChatGPT to optimize performance or avoid it due to perceived academic risk. The findings support the latter, suggesting that students with higher reward sensitivity tend to disengage from ChatGPT use due to concerns around academic integrity and potential penalties.",1,Both hypotheses + supported result
TPMlxqwnZxoE,P24,paper6,p6q4,"The researchers began with 12 items, then refined the scale through expert review to ensure content validity, reducing it to 10 items. They then applied exploratory factor analysis, where two items (items 4 and 9) were removed due to weak factor loadings and low communalities, resulting in a more coherent 8-item scale with strong reliability and construct validity.",1,Full process + items 4 and 9
TPMlxqwnZxoE,P24,paper6,p6q7,"From a systems perspective, ChatGPT use operates as a mediating layer between contextual pressures (like workload and time constraints) and downstream outcomes (procrastination, memory loss, and academic performance), and it also mediates how reward sensitivity shapes procrastination and memory loss (but not performance), while it does not meaningfully mediate any effects related to sensitivity to quality.",1,Correct mediation structure
TPMlxqwnZxoE,P24,paper6,p6q9,"The authors recommend redesigning the academic experience by better distributing workload and reducing excessive time pressure, while reframing ChatGPT as a supportive tool rather than a replacement for cognitive effort. This aligns with their findings that systemic pressures drive tool reliance, which then reshapes student behaviours in ways that negatively impact learning outcomes.",1,Correct recommendation
TPMlxqwnZxoE,P24,paper6,p6q10,"The authors frame memory loss as a consequence of reduced cognitive engagement, when students offload thinking to ChatGPT, they participate less in active processing and meaning-making, which are essential for memory consolidation, leading over time to diminished retention and recall.",1,Correct mechanism
TPMlxqwnZxoE,P24,paper5,p5q2,"The authors compare (1) humans vs. XAI-assisted decisions and (2) AI-assisted vs. XAI-assisted decisions. Since XAI does not outperform AI alone, the improvement over humans should be interpreted as the value of AI support in general, not necessarily the added value of explanations.",1,Correct comparisons + interpretation
TPMlxqwnZxoE,P24,paper5,p5q4,"Tabular tasks showed little to no improvement (SMD = 0.01), while text-based tasks showed a strong positive effect (SMD = 0.72). One explanation is that text aligns more naturally with human interpretive processes, making it easier for users to integrate AI support into their decision-making experience.",1,Correct subgroup results
TPMlxqwnZxoE,P24,paper5,p5q7,"The paper suggests two mechanisms: (1) explanations increase users’ acceptance of AI advice, and (2) they help users better calibrate trust (i.e., know when to rely on the AI). The evidence more strongly supports the first, users are more likely to follow AI when explanations are present.",1,Correct mechanisms + dominant
TPMlxqwnZxoE,P24,paper5,p5q9,"The findings are mixed: some studies (e.g., Bansal et al., van der Waa et al.) show that explanations increase users’ likelihood of following AI advice, while others (e.g., Fügener et al.) show reduced or unchanged reliance. This suggests that how explanations are designed and presented significantly shapes user behaviour.",1,Correct contrast across studies
TPMlxqwnZxoE,P24,paper5,p5q10,"A key concern is that explanations can unintentionally increase users’ trust in AI outputs, even when those outputs are wrong. This comes from findings showing that explanations tend to increase users’ willingness to accept AI recommendations regardless of their correctness.",1,Correct ethical concern (over-reliance)
TPMlxqwnZxoE,P24,paper4,p4q2,"The first research question explores when and how users experience themselves engaging in critical thinking while interacting with GenAI systems, focusing on behavior and perception. The second examines how GenAI reshapes the effort associated with different critical thinking activities, focusing more on cognitive load and user experience. In essence, one is about practice, the other about perceived effort.",1,Correct research questions distinction
TPMlxqwnZxoE,P24,paper4,p4q4,"The authors describe a shift where cognitive effort moves away from generating and structuring content (analysis, synthesis) toward evaluating and validating outputs (evaluation). This reframes the user’s role into one of curator or sense-maker, responsible for interpreting, filtering, and ensuring the appropriateness of AI-generated content within a given context.",1,Correct effort shift + role
TPMlxqwnZxoE,P24,paper4,p4q6,"Motivation (e.g., desire for quality or risk avoidance) can prompt users to engage critically, but ability constraints often limit how effectively they can act on that motivation. This interaction suggests that critical thinking is most likely to break down when users are motivated but lack the tools, knowledge, or strategies to interrogate and refine AI outputs, especially in complex or unfamiliar tasks.",1,Correct interaction of motivation and ability
TPMlxqwnZxoE,P24,paper4,p4q8,"The paper identifies several ability-related barriers, including difficulty refining AI outputs, limited domain knowledge, and challenges working in unfamiliar contexts. Among these, the most frequently reported issue is the difficulty in improving or meaningfully editing AI-generated responses, which limits users’ ability to engage critically even when they intend to.",1,Correct barriers + most common
TPMlxqwnZxoE,P24,paper4,p4q10,"The term stewardship is used to emphasize a responsible, guiding role rather than passive collaboration. It signals that users are not simply co-creating with AI but are actively accountable for shaping, validating, and owning the final outcome, reinforcing that responsibility remains human-centered.",1,Correct accountability framing
TPMlxqwnZxoE,P24,cross_paper,cpq2,"Cognitive effort shifts from creating content to interpreting and making sense of it. Because AI generates outputs quickly, the user’s role becomes more about evaluating relevance, understanding context, and deciding how the information fits their needs.",1,Correct effort shift
TPMlxqwnZxoE,P24,cross_paper,cpq4,"Lower effort can be harmful when it reduces meaningful engagement with the content. For example, if a user accepts AI output without questioning it, they may miss inaccuracies or biases, since the interaction becomes passive rather than reflective.",1,Correct harm example
TPMlxqwnZxoE,P24,cross_paper,cpq6,"A key factor is perceived trust in the system. When users feel that the AI is reliable, they are less likely to critically engage with its output, whereas lower trust encourages deeper interaction and verification.",1,Clear factor + direction
TPMlxqwnZxoE,P24,cross_paper,cpq8,People may over-rely on AI because the interaction design presents outputs as fluent and authoritative. This can create a seamless experience that discourages users from pausing to question or reflect on the information.,0,No explicit paper linkage
TPMlxqwnZxoE,P24,cross_paper,cpq10,"AI improves performance by streamlining access to information and supporting faster decision-making. At the same time, it introduces risks by reducing opportunities for reflection and critical engagement. This creates a tension between efficiency and meaningful interaction, where outcomes depend on how actively users interpret and evaluate the system’s outputs.",1,Correct dual explanation
UHujtjGivmNX,P22,paper5,p5q2,"The study compares human vs. XAI-assisted performance and AI vs. XAI-assisted performance, since XAI does not outperform AI alone, any improvement over humans should be understood as coming from AI support overall, not specifically from explanations.",1,Correct comparisons + interpretation
UHujtjGivmNX,P22,paper5,p5q4,"Tabular data showed no significant improvement, while text data showed a significant positive effect. The authors suggest this difference may be due to how humans process and interact with different data types.",1,Correct subgroup
UHujtjGivmNX,P22,paper5,p5q7,"XAI may improve performance by increasing acceptance of AI advice or by helping users better judge when the AI is correct, but stronger evidence supports the increase in acceptance.",1,Correct mechanisms + dominant
UHujtjGivmNX,P22,paper5,p5q9,"Some studies show that explanations increase users’ willingness to follow AI advice, while others show reduced or unchanged reliance, highlighting inconsistent effects across studies.",1,Correct contrast
UHujtjGivmNX,P22,paper5,p5q10,"The concern is that explanations can lead people to trust and follow AI decisions even when they are incorrect, based on findings that XAI increases acceptance of AI advice regardless of accuracy.",1,Correct ethical concern
UHujtjGivmNX,P22,paper6,p6q2,"The paper proposed that students who care about grades might either use ChatGPT more to improve their results or avoid it because they are worried about being penalized, and the findings supported the second idea, showing that more grade-conscious students actually use ChatGPT less due to fear of negative consequences.",1,Both hypotheses + supported result
UHujtjGivmNX,P22,paper6,p6q4,"The researchers started with 12 items, reduced them to 10 after expert review to ensure content validity, and then removed 2 more items through factor analysis because they had low factor loadings and communalities, resulting in a final 8-item scale.",0,"Missing specific dropped items (4,9)"
UHujtjGivmNX,P22,paper6,p6q7,"ChatGPT use helps explain how workload and time pressure lead to higher procrastination, memory loss, and lower academic performance, and it also explains how sensitivity to rewards affects procrastination and memory loss (but not academic performance), while it doesn’t explain any effects related to sensitivity to quality.",1,Correct mediation
UHujtjGivmNX,P22,paper6,p6q9,"The authors suggest that educators should better manage students’ workload and deadlines and encourage balanced use of ChatGPT as a learning aid rather than a shortcut, because the study shows that high workload and time pressure increase ChatGPT use, which then leads to more procrastination, memory problems, and lower academic performance.",1,Correct recommendation
UHujtjGivmNX,P22,paper6,p6q10,"The authors argue that frequent reliance on ChatGPT reduces active thinking and cognitive effort, so students engage less with the material, which weakens memory retention and leads to memory loss over time.",1,Correct mechanism
UHujtjGivmNX,P22,paper4,p4q2,"The first question focuses on when and how people engage in critical thinking while using GenAI, while the second looks at how GenAI changes the effort required for that thinking whether it makes it easier or harder, and why.",1,Correct RQs
UHujtjGivmNX,P22,paper4,p4q4,"There is a shift from doing the work (analysis and creation) to evaluating and refining AI outputs, which means workers take on more of a reviewer or overseer role.",1,Correct shift
UHujtjGivmNX,P22,paper4,p4q6,"The paper shows that even when people are motivated (e.g., to improve quality or avoid mistakes), they may still struggle due to ability barriers. This suggests that critical thinking is most likely to break down when tasks are difficult or users lack the skills to properly evaluate or improve AI outputs.",1,Correct interaction
UHujtjGivmNX,P22,paper4,p4q8,"The main barriers include limited ability to improve AI outputs, lack of expertise in certain domains, and difficulty working with unfamiliar topics. The most commonly reported issue was difficulty refining or improving AI-generated responses.",1,Correct barriers + most common
UHujtjGivmNX,P22,paper4,p4q10,"The authors prefer “stewardship” because it highlights that humans are still responsible for guiding, checking, and finalizing AI outputs, meaning accountability ultimately remains with the human user.",1,Correct accountability
UHujtjGivmNX,P22,cross_paper,cpq2,"One major change is that effort shifts from creating content to reviewing it. AI generates responses quickly, so users spend more time checking accuracy and deciding whether the output is appropriate.",1,Correct shift
UHujtjGivmNX,P22,cross_paper,cpq4,"Lower effort can be harmful when it leads to a lack of verification. For example, if a user accepts AI-generated information without checking it, they may rely on incorrect or biased content, which can negatively affect outcomes.",1,Correct harm
UHujtjGivmNX,P22,cross_paper,cpq6,"A key factor is trust in AI. When users trust AI more, they are less likely to verify its outputs, while lower trust encourages more careful evaluation.",1,Correct factor
UHujtjGivmNX,P22,cross_paper,cpq8,"People may over-rely on AI because it provides quick and confident-looking answers. This can create a false sense of reliability, leading users to accept outputs without properly questioning them.",0,No explicit paper linkage
UHujtjGivmNX,P22,cross_paper,cpq10,"AI can improve performance by making tasks faster and reducing the effort needed to complete them. However, it can also introduce risks by encouraging users to rely too heavily on outputs without verification. As a result, AI both supports efficiency and creates potential for reduced critical thinking.",1,Correct dual explanation
unoYjfZGC4vk,P07,paper4,p4q2,"RQ1: when/how critical thinking happens with GenAI. RQ2: when/why effort changes. First=presence, second=effort.",1,Correct RQs
unoYjfZGC4vk,P07,paper4,p4q4,"Effort shifts from making stuff to judging AI output. Workers become stewards, not laborers.",1,Correct shift
unoYjfZGC4vk,P07,paper4,p4q6,"Motivation wants critical thinking, ability blocks it. Breaks down when motivated but can't check facts or fix AI.",1,Correct interaction
unoYjfZGC4vk,P07,paper4,p4q8,"Can't grasp domain, fix AI junk, or time crunch. Most hit inspection/verification walls.",0,Wrong most common barrier
unoYjfZGC4vk,P07,paper4,p4q10,"Stewardship = guiding AI output you own. Accountability stays human, not team effort.",1,Correct accountability
unoYjfZGC4vk,P07,paper5,p5q2,Fugener: confidence cuts AI follow. Bansal/van der Waa: explanations boost acceptance even when wrong.,0,Describes studies not comparisons
unoYjfZGC4vk,P07,paper5,p5q4,Tables: no XAI gain. Text: big gains. Text feels natural to humans.,1,Correct subgroup
unoYjfZGC4vk,P07,paper5,p5q7,Boost AI acceptance or smart trust calibration. Acceptance had way more evidence.,1,Correct mechanisms
unoYjfZGC4vk,P07,paper5,p5q9,"XAI vs humans (XAI wins), XAI vs AI-only (tie). Can't claim explanations add value.",0,Answers wrong question
unoYjfZGC4vk,P07,paper5,p5q10,Explanations might blind people to bad AI. From finding they just raise blind acceptance.,1,Correct ethical concern
unoYjfZGC4vk,P07,paper6,p6q2,"Rewards worry either ups or cuts ChatGPT. Cuts won, scared kids avoid cheating risk.",1,Correct hypotheses
unoYjfZGC4vk,P07,paper6,p6q4,12 items → experts picked 10 → EFA dropped items 4&9 (low loadings). 8 items left with good stats.,1,Correct full process
unoYjfZGC4vk,P07,paper6,p6q7,Workload/time pressure mediated to all bad outcomes via ChatGPT. Rewards sensitivity only to procrastination/memory. Quality sensitivity did nothing.,1,Correct mediation
unoYjfZGC4vk,P07,paper6,p6q9,"Teachers should cut workload and deadlines since those drive ChatGPT use. Tell students to use it as a tool, not a shortcut.",1,Correct recommendation
unoYjfZGC4vk,P07,paper6,p6q10,"Excess ChatGPT cuts brain work needed for memory, so students forget more. Less thinking = weaker recall.",1,Correct mechanism
unoYjfZGC4vk,P07,cross_paper,cpq2,"People switch from creating work to reviewing AI output. AI handles the basic production fast, so effort goes to checking instead.",1,Correct shift
unoYjfZGC4vk,P07,cross_paper,cpq4,"Students use ChatGPT under deadline pressure, causing procrastination and memory loss. Shortcuts replace real learning.",1,Correct harm
unoYjfZGC4vk,P07,cross_paper,cpq6,High AI confidence = skip verification. Self-confidence = check more.,1,Correct factor
unoYjfZGC4vk,P07,cross_paper,cpq8,Workload pressure pushes quick ChatGPT use. University paper shows this creates shortcut habits.,1,Explicit link to paper6
unoYjfZGC4vk,P07,cross_paper,cpq10,AI boosts task scores (XAI/student papers) but reduces verification effort and increases blind reliance (critical thinking paper).,1,Correct dual explanation
VvVFmWCnsBh9,P02,paper4,p4q2,"The paper asks when and how people actually do critical thinking when using GenAI, and also when and why GenAI changes the effort needed for it. One focuses on behavior, while the other is about changes in effort.",1,Correct RQs
VvVFmWCnsBh9,P02,paper4,p4q4,"The paper suggests effort shifts more toward generating ideas and content, with less focus on evaluation. This means workers take on more of a creator role instead of checking AI outputs.",0,Incorrect shift direction
VvVFmWCnsBh9,P02,paper4,p4q6,"Motivation and ability both matter, but even if someone wants to think critically, they might not if they lack the skills to evaluate or fix AI outputs. So it usually breaks down when ability is low, even if motivation is high.",1,Correct interaction
VvVFmWCnsBh9,P02,paper4,p4q8,"The barriers include lack of awareness, time pressure, and difficulty improving AI outputs. The most common one reported was time pressure limiting how much people could think critically.",0,Wrong most common barrier
VvVFmWCnsBh9,P02,paper4,p4q10,"They use “stewardship” to emphasize that the human is still responsible for the final outcome, not the AI. It implies accountability stays with the user, since they are overseeing and making the final decisions.",1,Correct accountability
VvVFmWCnsBh9,P02,paper6,p6q2,"The paper proposes that reward sensitivity could either increase ChatGPT usage, since students want better outcomes, or decrease it, because they want to avoid risks like penalties or academic consequences. The results support the second prediction, with the authors explaining that reward-sensitive students are more cautious and avoid using ChatGPT due to potential negative consequences.",1,Correct hypotheses
VvVFmWCnsBh9,P02,paper6,p6q4,First round was an expert survey. Then they ran factor analysis and dropped items with low loadings and communalities.,0,Missing specific dropped items
VvVFmWCnsBh9,P02,paper6,p6q7,IT was supported for all the antecedents.,0,Incorrect mediation claims
VvVFmWCnsBh9,P02,paper6,p6q9,Recommendation is to space out the assignments,0,Too vague / incorrect recommendation
VvVFmWCnsBh9,P02,paper6,p6q10,Students spent less time learning and outsource their assignments to AI so there is no memory bridge,1,Acceptable mechanism
VvVFmWCnsBh9,P02,paper5,p5q2,"The paper compares human vs XAI-assisted performance and AI-assisted vs XAI-assisted performance. Since XAI clearly outperforms AI alone, the improvement over humans can be attributed specifically to the explanations rather than general AI assistance.",0,Incorrect interpretation
VvVFmWCnsBh9,P02,paper5,p5q4,"The results showed no significant improvement for tabular data, but a clear positive effect for text data. The authors suggest this difference may be because text tasks are more intuitive for humans, making explanations easier to understand and apply.",1,Correct subgroup
VvVFmWCnsBh9,P02,paper5,p5q7,"The paper proposes that XAI could improve decisions by either increasing users’ acceptance of AI advice or by helping them calibrate trust and distinguish when the AI is right or wrong. The qualitative review found stronger evidence for increased acceptance, while evidence for improved appropriate trust was limited.",1,Correct mechanisms
VvVFmWCnsBh9,P02,paper5,p5q9,"Some studies, like Bansal et al. and van der Waa et al., found that explanations make users more likely to accept AI advice, even when it is incorrect, while others like Fugener et al. found that added information such as confidence can reduce reliance. This shows explanations can either increase or decrease acceptance depending on the study context.",1,Correct contrast
VvVFmWCnsBh9,P02,paper5,p5q10,People may overrely on AI to answer their questions. If people stop critically evaluating output before it goes into a downstream pipeline this can create issues.,0,"Too generic, missing ethical framing"
VvVFmWCnsBh9,P02,cross_paper,cpq2,"One way cognitive effort changes is that people tend to put in less effort when using AI, relying more on its suggestions instead of deeply analyzing the task themselves. This happens because AI provides quick answers, which reduces the need for users to fully process or verify the information.",1,Acceptable effort change
VvVFmWCnsBh9,P02,cross_paper,cpq4,"Users rely on AI outputs without verifying them, which can lead to accepting incorrect recommendations. This harms outcomes because reduced effort means users are less likely to catch errors or question the AI’s reasoning.",1,Correct harm
VvVFmWCnsBh9,P02,cross_paper,cpq6,"One factor is how much users trust the AI system, since higher trust makes them less likely to verify its outputs. When people feel confident in the AI, they tend to accept its answers without double checking.",1,Correct factor
VvVFmWCnsBh9,P02,cross_paper,cpq8,"One reasob could be because it increases their confidence in the answers they see, even when those answers are incorrect. One of the papers found that using AI can create a sense of confidence that leads users to trust outputs without properly evaluating them.",0,No explicit paper linkage
VvVFmWCnsBh9,P02,cross_paper,cpq10,"AI can improve performance by reducing cognitive effort and helping users make faster or more accurate decisions with its suggestions. At the same time, it creates risks because increased reliance and lower verification mean users may accept incorrect outputs without questioning them, which can harm overall outcomes.",1,Correct dual explanation
xfDHi0oFCcG1,P19,paper4,p4q2,"The paper’s two research questions ask (1) when and how knowledge workers perceive they are engaging in critical thinking while using GenAI, and (2) when and why GenAI changes (increases or decreases) the effort required for that critical thinking, differing in that the first focuses on the presence and nature of critical thinking, while the second focuses on its perceived effort and influencing factors",1,Correct RQs
xfDHi0oFCcG1,P19,paper4,p4q4,"For Analysis, Synthesis, and Evaluation, the authors observed a shift in cognitive effort from task execution to task stewardship, a role that requires knowledge workers to guide and monitor AI to ensure high-quality results while remaining fully accountable for the final output.",1,Correct shift
xfDHi0oFCcG1,P19,paper4,p4q6,"The study reveals that while GenAI reduces cognitive effort, it shifts the nature of work toward ""stewardship,"" where critical thinking is motivated by quality goals but often inhibited by high confidence in the AI, lack of domain expertise, and time constraints.",1,Correct interaction
xfDHi0oFCcG1,P19,paper4,p4q8,"The identified ability barriers include difficulties in inspecting AI responses due to a lack of domain knowledge and obstacles in revising queries or improving responses, with the latter being the most frequently reported barrier by 72 participants.",1,Correct barriers + most common
xfDHi0oFCcG1,P19,paper4,p4q10,"The authors prefer the term ""stewardship"" because, unlike human-human collaboration, the human user retains full responsibility and accountability for the final output.",1,Correct accountability
xfDHi0oFCcG1,P19,paper5,p5q2,"The two comparisons are human vs. XAI-assisted performance and AI-assisted vs. XAI-assisted performance, and since XAI does not outperform AI alone, the improvement over humans should be interpreted as the benefit of AI assistance generally, not explanations specifically.",1,Correct comparisons + interpretation
xfDHi0oFCcG1,P19,paper5,p5q4,"Tabular data showed no significant improvement, while text data showed a significant positive effect, which the authors suggest may be due to differences in task characteristics and how humans process these data types.",1,Correct subgroup
xfDHi0oFCcG1,P19,paper5,p5q7,"The two mechanisms are increasing acceptance of AI advice and  improving appropriate trust/reliance, with stronger evidence found for increased acceptance of AI advice.",1,Correct mechanisms
xfDHi0oFCcG1,P19,paper5,p5q9,"Some studies found explanations increase acceptance of AI advice, while others found decreased adherence or no effect, showing mixed evidence across studies.",1,Correct contrast
xfDHi0oFCcG1,P19,paper5,p5q10,"The ethical concern is that explanations may increase users’ acceptance of incorrect AI advice, prompted by findings that XAI can make users more likely to follow AI recommendations regardless of correctness.",1,Correct ethical concern
xfDHi0oFCcG1,P19,paper6,p6q2,"The paper proposed that sensitivity to rewards could either increase ChatGPT use to improve grades or decrease it due to fear of punishment, and the results supported the negative relationship, suggesting that students who are more concerned about their grades are less likely to use ChatGPT because they fear academic penalties.",1,Correct hypotheses
